,task,session,count,speaker,tama_mean,entrainment,best_lag,hitid,session,task,conversation_awkward,flow_naturally,hard_time_understanding_each_other,contributes_to_successful_completion,making_self_clear,engaged_in_game,planning_what_to_say,gives_encouragement,difficult_for_partner_to_speak,bored_with_game,dislikes_partner
65,13.0,5.0,12.0,1.0,137.957101434,0.405723756504,5.0,g5t13,5.0,13.0,4.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0
66,14.0,5.0,6.0,0.0,145.310662517,-0.493111025134,4.0,g5t14,5.0,14.0,2.0,2.0,4.0,0.0,3.0,1.0,2.0,2.0,0.0,3.0,0.0
67,14.0,5.0,12.0,1.0,112.976969895,-0.238910454284,0.0,g5t14,5.0,14.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,0.0
68,3.0,6.0,8.0,0.0,109.362478413,0.636467810381,2.0,g6t3,6.0,3.0,3.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0
69,3.0,6.0,5.0,1.0,151.807729469,-0.541348044198,1.0,g6t3,6.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0
70,4.0,6.0,12.0,0.0,101.801562798,-0.550808807512,5.0,g6t4,6.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,1.0,4.0,0.0,1.0,1.0
71,4.0,6.0,5.0,1.0,152.19577232,-0.426441396002,2.0,g6t4,6.0,4.0,4.0,1.0,4.0,3.0,5.0,0.0,3.0,2.0,0.0,5.0,4.0
72,5.0,6.0,7.0,0.0,110.649967386,0.544986007954,6.0,g6t5,6.0,5.0,2.0,1.0,2.0,5.0,5.0,5.0,2.0,5.0,0.0,1.0,0.0
73,5.0,6.0,15.0,1.0,150.150410759,-0.183198923962,3.0,g6t5,6.0,5.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0
74,6.0,6.0,12.0,0.0,102.245045552,0.597055261253,0.0,g6t6,6.0,6.0,4.0,0.0,1.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0
75,6.0,6.0,17.0,1.0,153.91943984,0.597055261253,0.0,g6t6,6.0,6.0,4.0,0.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,0.0
76,7.0,6.0,8.0,0.0,101.460804327,0.846892075771,0.0,g6t7,6.0,7.0,1.0,4.0,0.0,5.0,4.0,4.0,3.0,5.0,0.0,1.0,0.0
77,7.0,6.0,9.0,1.0,168.238036877,0.846892075771,0.0,g6t7,6.0,7.0,1.0,4.0,0.0,4.0,4.0,5.0,3.0,4.0,1.0,2.0,0.0
78,8.0,6.0,14.0,0.0,97.1274648142,-0.375501438401,2.0,g6t8,6.0,8.0,5.0,1.0,3.0,5.0,5.0,5.0,3.0,4.0,0.0,0.0,1.0
79,8.0,6.0,23.0,1.0,158.344236589,-0.453761063393,4.0,g6t8,6.0,8.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0
80,9.0,6.0,10.0,0.0,100.625078601,0.468114747426,1.0,g6t9,6.0,9.0,2.0,3.0,0.0,4.0,4.0,5.0,4.0,3.0,0.0,1.0,1.0
81,9.0,6.0,6.0,1.0,132.24659886,0.425960707418,4.0,g6t9,6.0,9.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,4.0,2.0
82,10.0,6.0,9.0,0.0,104.723494388,-0.408565421553,0.0,g6t10,6.0,10.0,1.0,4.0,1.0,5.0,5.0,5.0,4.0,4.0,1.0,0.0,0.0
83,10.0,6.0,15.0,1.0,168.919226931,0.74154837744,2.0,g6t10,6.0,10.0,1.0,4.0,1.0,4.0,4.0,5.0,2.0,4.0,0.0,0.0,0.0
84,12.0,6.0,10.0,0.0,100.028092895,0.537999217385,0.0,g6t12,6.0,12.0,2.0,3.0,0.0,4.0,5.0,3.0,2.0,5.0,1.0,2.0,1.0
85,12.0,6.0,16.0,1.0,160.908584632,0.537999217385,0.0,g6t12,6.0,12.0,2.0,3.0,0.0,5.0,5.0,5.0,4.0,5.0,1.0,0.0,0.0
86,3.0,7.0,8.0,0.0,223.397631553,0.689480533059,1.0,g7t3,7.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0
87,3.0,7.0,7.0,1.0,184.098487741,0.340388483361,0.0,g7t3,7.0,3.0,2.0,3.0,1.0,5.0,5.0,4.0,4.0,3.0,0.0,2.0,1.0
88,4.0,7.0,10.0,0.0,213.967100569,0.464532369239,0.0,g7t4,7.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,0.0,0.0
89,4.0,7.0,10.0,1.0,194.087320399,0.464532369239,0.0,g7t4,7.0,4.0,1.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,0.0,0.0,1.0
90,5.0,7.0,18.0,0.0,219.601359219,0.270372408694,6.0,g7t5,7.0,5.0,5.0,2.0,5.0,2.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0
91,5.0,7.0,18.0,1.0,187.022820677,0.25439267075,3.0,g7t5,7.0,5.0,5.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,0.0,3.0
92,6.0,7.0,5.0,0.0,216.210232857,-0.364014202795,1.0,g7t6,7.0,6.0,0.0,5.0,0.0,5.0,5.0,5.0,2.0,5.0,1.0,0.0,0.0
93,6.0,7.0,6.0,1.0,196.656729454,0.212637928516,0.0,g7t6,7.0,6.0,0.0,5.0,0.0,5.0,5.0,5.0,4.0,4.0,1.0,0.0,0.0
94,8.0,7.0,7.0,0.0,218.648863395,0.455076887568,1.0,g7t8,7.0,8.0,2.0,3.0,2.0,5.0,3.0,5.0,3.0,5.0,1.0,1.0,0.0
95,8.0,7.0,7.0,1.0,190.168102208,-0.629832400947,3.0,g7t8,7.0,8.0,2.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,0.0,1.0,1.0
96,9.0,7.0,13.0,0.0,228.13257369,0.477020588405,1.0,g7t9,7.0,9.0,2.0,3.0,5.0,2.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0
97,9.0,7.0,12.0,1.0,192.195224256,0.342294644993,2.0,g7t9,7.0,9.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0
98,10.0,7.0,8.0,0.0,218.137393102,0.559021926892,4.0,g7t10,7.0,10.0,1.0,4.0,1.0,5.0,4.0,5.0,3.0,5.0,2.0,0.0,0.0
99,10.0,7.0,8.0,1.0,184.373061572,-0.224990378422,1.0,g7t10,7.0,10.0,1.0,4.0,1.0,5.0,4.0,5.0,3.0,4.0,0.0,0.0,1.0
100,11.0,7.0,7.0,0.0,210.601453058,-0.67489323654,0.0,g7t11,7.0,11.0,0.0,5.0,2.0,5.0,4.0,5.0,3.0,3.0,1.0,0.0,0.0
101,11.0,7.0,5.0,1.0,189.203298818,-0.67489323654,0.0,g7t11,7.0,11.0,0.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0
102,12.0,7.0,9.0,0.0,222.780186855,-0.273502358496,0.0,g7t12,7.0,12.0,0.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,1.0,0.0,0.0
103,12.0,7.0,9.0,1.0,183.488572612,-0.273502358496,0.0,g7t12,7.0,12.0,0.0,5.0,1.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,0.0
104,14.0,7.0,6.0,0.0,216.454339766,-0.601743013705,2.0,g7t14,7.0,14.0,1.0,4.0,0.0,5.0,5.0,5.0,3.0,5.0,1.0,0.0,0.0
105,14.0,7.0,6.0,1.0,193.13333417,0.354144117999,1.0,g7t14,7.0,14.0,1.0,4.0,0.0,4.0,5.0,5.0,4.0,5.0,1.0,0.0,0.0
106,3.0,8.0,6.0,0.0,134.19067996,-0.475691228881,0.0,g8t3,8.0,3.0,1.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,2.0,0.0,1.0
107,3.0,8.0,5.0,1.0,200.323879624,0.674365386754,1.0,g8t3,8.0,3.0,1.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
108,5.0,8.0,9.0,0.0,136.525261261,-0.407414505596,3.0,g8t5,8.0,5.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,0.0
109,5.0,8.0,11.0,1.0,206.633543678,-0.325203885166,4.0,g8t5,8.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0
110,6.0,8.0,7.0,0.0,147.592277586,0.705364027619,1.0,g8t6,8.0,6.0,1.0,5.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,0.0
111,6.0,8.0,7.0,1.0,200.086462016,0.277948277806,2.0,g8t6,8.0,6.0,1.0,5.0,0.0,4.0,3.0,5.0,2.0,2.0,3.0,1.0,0.0
112,7.0,8.0,10.0,0.0,148.419889169,0.544219595447,2.0,g8t7,8.0,7.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,1.0,0.0,0.0
113,7.0,8.0,10.0,1.0,204.949892831,0.46907570641,3.0,g8t7,8.0,7.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,0.0,0.0,0.0
114,8.0,8.0,6.0,0.0,170.399808412,-0.554425027127,1.0,g8t8,8.0,8.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0
115,8.0,8.0,6.0,1.0,209.202100536,-0.488751903548,0.0,g8t8,8.0,8.0,2.0,2.0,1.0,4.0,4.0,5.0,3.0,3.0,2.0,0.0,0.0
116,10.0,8.0,7.0,0.0,152.411744884,0.459344193464,1.0,g8t10,8.0,10.0,4.0,0.0,2.0,4.0,5.0,4.0,2.0,4.0,0.0,0.0,0.0
117,10.0,8.0,9.0,1.0,199.327116262,-0.621276537377,4.0,g8t10,8.0,10.0,4.0,0.0,2.0,5.0,5.0,5.0,3.0,5.0,1.0,0.0,0.0
118,12.0,8.0,5.0,0.0,148.308631965,-0.506938672893,0.0,g8t12,8.0,12.0,2.0,3.0,2.0,5.0,5.0,5.0,3.0,5.0,1.0,0.0,0.0
119,12.0,8.0,7.0,1.0,216.325087923,-0.522927407125,1.0,g8t12,8.0,12.0,2.0,3.0,2.0,5.0,4.0,5.0,2.0,5.0,1.0,0.0,1.0
120,13.0,8.0,9.0,0.0,137.323309964,0.707601622985,1.0,g8t13,8.0,13.0,3.0,1.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,0.0,1.0
121,13.0,8.0,10.0,1.0,210.974661141,-0.306751169117,3.0,g8t13,8.0,13.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0
122,14.0,8.0,17.0,0.0,137.49583865,0.327638230997,6.0,g8t14,8.0,14.0,1.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,0.0,0.0
123,14.0,8.0,18.0,1.0,200.062390638,-0.508359892618,2.0,g8t14,8.0,14.0,1.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,0.0,0.0,0.0
124,1.0,9.0,6.0,0.0,135.369739354,0.577536531843,0.0,g9t1,9.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,1.0
125,1.0,9.0,6.0,1.0,229.467435531,0.577536531843,0.0,g9t1,9.0,1.0,2.0,5.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0
126,2.0,9.0,5.0,0.0,135.268631685,0.588266542118,0.0,g9t2,9.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,3.0,4.0,0.0,0.0,0.0
127,2.0,9.0,5.0,1.0,236.665528881,0.588266542118,0.0,g9t2,9.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,0.0,2.0,0.0
128,4.0,9.0,7.0,0.0,148.453919675,-0.59991326632,1.0,g9t4,9.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,1.0,5.0,1.0,1.0,2.0
129,4.0,9.0,7.0,1.0,205.711810338,0.816472727111,1.0,g9t4,9.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,1.0,3.0,0.0,1.0,1.0
130,5.0,9.0,5.0,0.0,135.486134416,-0.871287044321,0.0,g9t5,9.0,5.0,1.0,5.0,2.0,4.0,5.0,4.0,3.0,3.0,0.0,1.0,1.0
131,5.0,9.0,5.0,1.0,186.344209155,-0.871287044321,0.0,g9t5,9.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,3.0,5.0,0.0,0.0,1.0
132,6.0,9.0,5.0,0.0,141.085161908,0.453906472605,1.0,g9t6,9.0,6.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0
133,6.0,9.0,5.0,1.0,186.147118514,-0.247688209639,1.0,g9t6,9.0,6.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0
134,7.0,9.0,10.0,0.0,137.272381927,0.420992551283,3.0,g9t7,9.0,7.0,1.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,0.0,1.0,0.0
135,7.0,9.0,10.0,1.0,194.549938687,-0.743011809627,1.0,g9t7,9.0,7.0,1.0,5.0,3.0,4.0,3.0,5.0,1.0,4.0,1.0,0.0,0.0
136,9.0,9.0,7.0,0.0,136.803252455,0.618991409389,0.0,g9t9,9.0,9.0,2.0,3.0,1.0,3.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0
137,9.0,9.0,6.0,1.0,214.414401764,0.618991409389,0.0,g9t9,9.0,9.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
138,11.0,9.0,9.0,0.0,135.317459758,-0.465763846628,5.0,g9t11,9.0,11.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,0.0,0.0,1.0
139,11.0,9.0,9.0,1.0,204.818263232,0.3471230547,2.0,g9t11,9.0,11.0,1.0,4.0,3.0,2.0,3.0,4.0,0.0,3.0,0.0,2.0,1.0
140,13.0,9.0,11.0,0.0,141.065840121,-0.478038772449,0.0,g9t13,9.0,13.0,2.0,5.0,1.0,5.0,3.0,4.0,0.0,5.0,1.0,0.0,1.0
141,13.0,9.0,9.0,1.0,208.97422028,-0.478038772449,0.0,g9t13,9.0,13.0,2.0,5.0,1.0,4.0,5.0,4.0,3.0,4.0,0.0,2.0,2.0
142,14.0,9.0,5.0,0.0,137.611044028,0.65805627193,1.0,g9t14,9.0,14.0,2.0,5.0,0.0,4.0,4.0,4.0,2.0,5.0,0.0,1.0,1.0
