,task,session,count,speaker,tama_mean,entrainment,best_lag,hitid,session,task,conversation_awkward,flow_naturally,hard_time_understanding_each_other,contributes_to_successful_completion,making_self_clear,engaged_in_game,planning_what_to_say,gives_encouragement,difficult_for_partner_to_speak,bored_with_game,dislikes_partner
101,11.0,7.0,5.0,0.0,9.54838764795,-0.529814525934,1.0,g7t11,7.0,11.0,0.0,5.0,2.0,5.0,4.0,5.0,3.0,3.0,1.0,0.0,0.0
102,12.0,7.0,9.0,1.0,10.9951832639,0.585629058825,0.0,g7t12,7.0,12.0,0.0,5.0,1.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,0.0
103,12.0,7.0,9.0,0.0,11.7256387223,0.585629058825,0.0,g7t12,7.0,12.0,0.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,1.0,0.0,0.0
104,14.0,7.0,6.0,1.0,10.9506365404,-0.552317444133,1.0,g7t14,7.0,14.0,1.0,4.0,0.0,4.0,5.0,5.0,4.0,5.0,1.0,0.0,0.0
105,14.0,7.0,6.0,0.0,10.256327034,0.524494934327,1.0,g7t14,7.0,14.0,1.0,4.0,0.0,5.0,5.0,5.0,3.0,5.0,1.0,0.0,0.0
106,3.0,8.0,6.0,1.0,11.0447826062,0.705087840629,1.0,g8t3,8.0,3.0,1.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
107,3.0,8.0,5.0,0.0,13.0804625889,-0.449758834567,1.0,g8t3,8.0,3.0,1.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,2.0,0.0,1.0
108,5.0,8.0,9.0,1.0,12.6636301365,-0.408598465503,0.0,g8t5,8.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0
109,5.0,8.0,11.0,0.0,11.2956346839,-0.408598465503,0.0,g8t5,8.0,5.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,0.0
110,6.0,8.0,7.0,1.0,10.2767703976,0.513408480115,0.0,g8t6,8.0,6.0,1.0,5.0,0.0,4.0,3.0,5.0,2.0,2.0,3.0,1.0,0.0
